issn_scielo	year	scopus_id	citescore	sjr	sjr_best_quartile	cites_by_doc_2years	h_index	snip	ipp
1517-8382	1999	130143		0.217	Q4	0.12	43	0.396172588571302	0.273684210526316
1517-8382	2000	130143		0.155	Q4	0.13	43	0.218498221845123	0.15819209039548
1517-8382	2001	130143		0.18	Q4	0.12	43	0.22567411327336	0.154228855721393
1517-8382	2002	130143		0.156	Q4	0.17	43	0.294137074545506	0.186602870813397
1517-8382	2003	130143		0.167	Q4	0.17	43	0.322813081105834	0.242990654205607
1517-8382	2004	130143		0.163	Q4	0.14	43	0.236813121296065	0.177165354330709
1517-8382	2005	130143		0.18	Q4	0.15	43	0.347867402199222	0.263157894736842
1517-8382	2006	130143		0.181	Q4	0.29	43	0.369106427868428	0.312
1517-8382	2007	130143		0.209	Q4	0.42	43	0.465041038993733	0.477366255144033
1517-8382	2008	130143		0.262	Q3	0.61	43	0.555975050363314	0.544891640866873
1517-8382	2009	130143		0.312	Q3	0.69	43	0.632493649073423	0.665822784810127
1517-8382	2010	130143		0.345	Q3	0.71	43	0.65137020471782	0.723897911832947
1517-8382	2011	130143	1.08	0.396	Q3	1.07	43	0.819075241389043	0.953703703703704
1517-8382	2012	130143	1.08	0.415	Q3	0.98	43	0.794702107504105	0.977459016393443
1517-8382	2013	130143	0.84	0.319	Q4	0.6	43	0.674431104387663	0.801470588235294
1517-8382	2014	130143	0.81	0.332	Q4	0.81	43	0.613831028762338	0.836424957841484
1517-8382	2015	130143	1.09	0.411	Q4	1	43	0.622042330129687	1.03865546218487
1517-8382	2016	130143	1.41	0.469	Q3	1.2	43	0.756000641605217	1.27747747747748
1679-8759	2009	11800154572		0.142	Q3	0.4	17	0.226917304934727	0.3
1679-8759	2010	11800154572		0.176	Q3	0.5	17	0.617603137518415	0.3
1679-8759	2011	11800154572	0.58	0.227	Q3	0.69	17	0.655230608492477	0.596638655462185
1679-8759	2012	11800154572	0.64	0.284	Q3	0.82	17	0.539304129721085	0.625
1679-8759	2013	11800154572	0.89	0.344	Q3	0.77	17	0.814192800191846	0.947019867549669
1679-8759	2014	11800154572	0.69	0.362	Q3	0.76	17	0.645715904184249	0.798319327731092
1679-8759	2015	11800154572	0.61	0.306	Q3	0.7	17	0.599222754009694	0.693069306930693
1679-8759	2016	11800154572	0.71	0.303	Q3	0.49	17	0.556853186838786	0.666666666666667
1677-3225	2008	7400153104		0.1	Q4	0.02	7	0.0852272727272727	0.0227272727272727
1677-3225	2009	7400153104		0.119	Q4	0.15	7	0.116909705098678	0.102272727272727
1677-3225	2010	7400153104		0.168	Q3	0.18	7	0.155931237028207	0.190082644628099
1677-3225	2011	7400153104	0.18	0.135	Q4	0.14	7	0.159048273593825	0.172131147540984
1677-3225	2012	7400153104	0.24	0.149	Q3	0.18	7	0.154633725408502	0.195652173913043
1677-3225	2013	7400153104	0.25	0.142	Q4	0.23	7	0.242360090357812	0.225806451612903
1677-3225	2014	7400153104	0.2	0.146	Q4	0.19	7	0.264603549566108	0.217391304347826
1677-3225	2015	7400153104	0.27	0.149	Q4	0.34	7	0.253348298239998	0.275
1677-3225	2016	7400153104	0.15	0.122	Q4	0.07	7	0.250887597614556	0.141176470588235
1808-8694	2006	4700152300		0.107	Q4	0	23		
1808-8694	2007	4700152300		0.11	Q4	0.07	23	0.0477980792163654	0.0597014925373134
1808-8694	2008	4700152300		0.151	Q3	0.24	23	0.142778208364216	0.178743961352657
1808-8694	2009	4700152300		0.263	Q3	0.41	23	0.496724510448642	0.394594594594595
1808-8694	2010	4700152300		0.327	Q3	0.52	23	0.566597555044584	0.517467248908297
1808-8694	2011	4700152300	0.63	0.367	Q3	0.64	23	0.646347208746529	0.594654788418708
1808-8694	2012	4700152300	0.66	0.334	Q3	0.69	23	0.752781214491583	0.663484486873508
1808-8694	2013	4700152300	0.7	0.406	Q3	0.66	23	0.672932983320738	0.720987654320988
1808-8694	2014	4700152300	0.64	0.432	Q3	0.84	23	0.79988749058349	0.785529715762274
1808-8694	2015	4700152300	0.66	0.385	Q3	0.8	23	0.698600592227288	0.756521739130435
1808-8694	2016	4700152300	0.72	0.417	Q3	0.73	23	0.68634464096202	0.746666666666667
1984-8250	1999	19700182901		0.14	Q3	0	27		
1984-8250	2000	19700182901		0.125	Q3	0.06	27	0	0
1984-8250	2001	19700182901		0.115	Q3	0.06	27	0.154841897233202	0.0363636363636364
1984-8250	2002	19700182901		0.124	Q3	0.16	27	0.0495539230594739	0.115789473684211
1984-8250	2003	19700182901		0.136	Q3	0.13	27	0.251293537759617	0.15929203539823
1984-8250	2004	19700182901		0.138	Q3	0.11	27	0.104183602050324	0.0898203592814371
1984-8250	2005	19700182901		0.129	Q3	0.11	27	0.235030909851974	0.178378378378378
1984-8250	2006	19700182901		0.148	Q3	0.15	27	0.139258194703476	0.135416666666667
1984-8250	2007	19700182901		0.183	Q3	0.43	27	0.323893589526658	0.375
1984-8250	2008	19700182901		0.202	Q3	0.41	27	0.452195950103228	0.47752808988764
1984-8250	2009	19700182901		0.199	Q2	0.27	27	0.319231928345802	0.419512195121951
1984-8250	2010	19700182901		0.176	Q2	0.28	27	0.305124308644776	0.352459016393443
1984-8250	2011	19700182901	0.35	0.192	Q2	0.41	27	0.35710149221383	0.387832699619772
1984-8250	2012	19700182901	0.51	0.203	Q2	0.5	27	0.363067407337286	0.467625899280576
1984-8250	2013	19700182901	0.56	0.239	Q2	0.48	27	0.397428347381089	0.524714828897338
1984-8250	2014	19700182901	0.48	0.196	Q3	0.42	27	0.367007292845995	0.492700729927007
1984-8250	2015	19700182901	0.61	0.246	Q2	0.57	27	0.440938114662979	0.622302158273381
1984-8250	2016	19700182901	0.76	0.262	Q2	0.56	27	0.504618074963461	0.741379310344828
1413-3555	2008	10800153305		0.102	Q4	0.08	21	0.328787878787879	0.0833333333333333
1413-3555	2009	10800153305		0.127	Q3	0.18	21	0.0558425063849343	0.119047619047619
1413-3555	2010	10800153305		0.2	Q3	0.54	21	0.371847208989269	0.41025641025641
1413-3555	2011	10800153305	0.63	0.285	Q2	0.61	21	0.470310647330571	0.584905660377358
1413-3555	2012	10800153305	1.12	0.398	Q2	1.23	21	0.882177036211459	1.08018867924528
1413-3555	2013	10800153305	1.38	0.546	Q2	1.23	21	0.996561424431102	1.41037735849057
1413-3555	2014	10800153305	1.21	0.487	Q2	1.14	21	0.907674856698685	1.31944444444444
1413-3555	2015	10800153305	1.29	0.497	Q2	1.08	21	0.959204571168712	1.30143540669856
1413-3555	2016	10800153305	1.31	0.521	Q2	1.33	21	0.861899567106262	1.30102040816327
0103-9733	1999	27404		0.238	Q3	0.16	37	0.247498652949952	0.208029197080292
0103-9733	2000	27404		0.312	Q3	0.61	37	0.263192244132479	0.341818181818182
0103-9733	2001	27404		0.373	Q3	0.67	37	0.487223874851363	0.631372549019608
0103-9733	2002	27404		0.479	Q2	0.66	37	0.525520265790693	0.822299651567944
0103-9733	2003	27404		0.343	Q3	0.25	37	0.279142585311555	0.385507246376812
0103-9733	2004	27404		0.293	Q3	0.4	37	0.359583584076422	0.382198952879581
0103-9733	2005	27404		0.254	Q3	0.45	37	0.267143872766447	0.340255591054313
0103-9733	2006	27404		0.309	Q3	0.53	37	0.365072828915746	0.463703703703704
0103-9733	2007	27404		0.309	Q3	0.53	37	0.381286531061745	0.45223700120919
0103-9733	2008	27404		0.383	Q3	0.53	37	0.356200681276363	0.48686030428769
0103-9733	2009	27404		0.333	Q3	0.58	37	0.355589149080115	0.506578947368421
0103-9733	2010	27404		0.292	Q3	0.7	37	0.362155818619715	0.469248291571754
0103-9733	2011	27404	0.68	0.327	Q3	0.67	37	0.514295621364725	0.689655172413793
0103-9733	2012	27404	0.72	0.321	Q3	0.6	37	0.64191421898899	0.739495798319328
0103-9733	2013	27404	0.74	0.324	Q3	0.74	37	0.647396872005629	0.728813559322034
0103-9733	2014	27404	0.73	0.419	Q2	0.82	37	0.532382892648481	0.73469387755102
0103-9733	2015	27404	0.83	0.323	Q3	1.04	37	0.542330042885269	0.945205479452055
0103-9733	2016	27404	0.68	0.323	Q3	0.7	37	0.408057417045664	0.68936170212766
1677-0420	2001	130174						0.0497787610619469	0.03125
1677-0420	2002	130174						0.332593237497643	0.174603174603175
1677-0420	2003	130174		0.176	Q4	0.25	36	0.296964142515917	0.207317073170732
1677-0420	2004	130174		0.187	Q4	0.43	36	0.478179716215548	0.376811594202899
1677-0420	2005	130174		0.219	Q3	0.51	36	0.343847641337018	0.409836065573771
1677-0420	2006	130174		0.37	Q3	1.09	36	0.691838216885557	0.95
1677-0420	2007	130174		0.508	Q2	1.63	36	0.83521734433231	1.24137931034483
1677-0420	2008	130174		0.533	Q2	0.8	36	0.771760250964594	1.16666666666667
1677-0420	2009	130174		0.46	Q2	1.1	36	0.760234501521212	1
1677-0420	2010	130174		0.369	Q2	0.84	36	0.980806324850472	1
1677-0420	2011	130174		0.365	Q2	0.59	36	0.80684672911328	0.908045977011494
1677-0420	2012	130174		0.264	Q3	0.68	36	0.505354097300292	0.649484536082474
1677-0420	2013	130174		0.244	Q3	0.38	36	0.633975251070425	0.6
1677-0420	2014	130174		0.308	Q3	0.87	36	0.839986465757762	0.841269841269841
1677-0420	2015	130174		0.444	Q2	0	36	1.21524910655465	1.33333333333333
1413-9596	2007	19700182219		0.109	Q4	0.03	11	0.0345218962240239	0.0238095238095238
1413-9596	2008	19700182219		0.158	Q4	0.09	11	0.0536182128254151	0.029126213592233
1413-9596	2009	19700182219		0.134	Q4	0.11	11	0.150994406339222	0.0839160839160839
1413-9596	2010	19700182219		0.169	Q3	0.16	11	0.264823971289129	0.145
1413-9596	2011	19700182219	0.18	0.173	Q3	0.1	11	0.215036694958635	0.183333333333333
1413-9596	2012	19700182219	0.29	0.206	Q3	0.31	11	0.465103291609482	0.268456375838926
1413-9596	2013	19700182219	0.19	0.147	Q4	0.15	11	0.243690694560193	0.167597765363128
1413-9596	2014	19700182219	0.16	0.163	Q3	0.15	11	0.251343540466632	0.163522012578616
1413-9596	2015	19700182219	0.17	0.186	Q3	0.16	11	0.215974776310281	0.170588235294118
1413-9596	2016	19700182219	0.23	0.156	Q3	0.23	11	0.307381439652615	0.228571428571429
1806-8324	2002	52142		0.107	Q4	0.04	31		
1806-8324	2003	52142		0.114	Q4	0.07	31		
1806-8324	2004	52142		0.156	Q3	0.28	31		
1806-8324	2005	52142		0.207	Q3	0.27	31		
1806-8324	2006	52142		0.219	Q3	0.34	31	0	0
1806-8324	2007	52142		0.282	Q3	0.49	31	0.324499652897023	0.328571428571429
1806-8324	2008	52142		0.345	Q3	0.6	31	0.340422787992867	0.503759398496241
1806-8324	2009	52142		0.308	Q3	0.61	31	0.608561040281826	0.632432432432432
1806-8324	2010	52142		0.449	Q2	0.85	31	0.645986677630126	0.893203883495146
1806-8324	2011	52142	1.01	0.456	Q2	1.01	31	0.686564279987956	0.97737556561086
1806-8324	2012	52142	1.17	0.472	Q2	1.22	31	0.88775031340004	1.1875
1806-8324	2013	52142	0.93	0.443	Q2	0.98	31	0.738439350979616	0.961977186311787
1806-8324	2014	52142	1.12	0.507	Q2	1.16	31	0.902568416447852	1.23735408560311
1806-8324	2015	52142	1.1	0.585	Q2	1.08	31	1.06115691106611	1.35467980295567
1806-8324	2016	52142	1.01	0.415	Q2	0.87	31	0.946010276066779	1.23076923076923
0103-4979	2010	5600152968		0.1	Q4	0	5	0	0
0103-4979	2011	5600152968	0.06	0.112	Q3	0.08	5	0.345715409163258	0.08
0103-4979	2012	5600152968	0.11	0.201	Q1	0.13	5	0.856099257884972	0.0873015873015873
0103-4979	2013	5600152968	0.13	0.24	Q1	0.09	5	0.421679531446366	0.106060606060606
0103-4979	2014	5600152968	0.19	0.191	Q2	0.17	5	0.686978439040059	0.198347107438017
0103-4979	2015	5600152968	0.07	0.141	Q2	0.08	5	0.384348060344828	0.0865384615384615
0103-4979	2016	5600152968	0.08	0.126	Q3	0.04	5	0.332099479467901	0.0631578947368421
0101-3262	2007	4500151519		0.101	Q4	0	5	0	0
0101-3262	2008	4500151519		0.101	Q4	0.03	5	0	0
0101-3262	2009	4500151519		0.125	Q4	0.06	5	0.0761982776367254	0.0384615384615385
0101-3262	2010	4500151519		0.1	Q4	0.12	5	0.348076331178824	0.0701754385964912
0101-3262	2011	4500151519	0.01	0.1	Q4	0.02	5	0	0
0101-3262	2012	4500151519	0.05	0.1	Q4	0.03	5	0.0263766288356452	0.0163934426229508
0101-3262	2013	4500151519	0.05	0.12	Q4	0.04	5	0.242659514398645	0.0579710144927536
0101-3262	2014	4500151519	0.03	0.131	Q4	0.04	5	0.165547785547786	0.0307692307692308
0101-3262	2015	4500151519	0.05	0.11	Q4	0.1	5	0.413554421768707	0.0571428571428571
0101-3262	2016	4500151519	0.06	0.169	Q4	0.08	5	0.232721010332951	0.0597014925373134
0100-1574	2007	4700152714		0.101	Q3	0.04	10	0	0
0100-1574	2008	4700152714		0.168	Q2	0.14	10	0.266993497256655	0.0535714285714286
0100-1574	2009	4700152714		0.146	Q2	0.22	10	0.381338149294806	0.0444444444444444
0100-1574	2010	4700152714		0.128	Q2	0.14	10	0.87267987057382	0.145631067961165
0100-1574	2011	4700152714	0.09	0.12	Q3	0.03	10	0.247677713961876	0.0689655172413793
0100-1574	2012	4700152714	0.07	0.162	Q2	0.1	10	0.268941875727774	0.0655737704918033
0100-1574	2013	4700152714	0.12	0.311	Q1	0.12	10	0.378912431862142	0.0991735537190083
0100-1574	2014	4700152714	0.11	0.173	Q2	0.12	10	0.783515402451006	0.12
0100-1574	2015	4700152714	0.13	0.292	Q1	0.11	10	0.532857685460195	0.116279069767442
0100-1574	2016	4700152714	0.12	0.253	Q1	0.1	10	0.525564580351955	0.141791044776119
0102-311X	1999	20135		0.108	Q3	0.04	62		
0102-311X	2000	20135		0.137	Q2	0.21	62		
0102-311X	2001	20135		0.14	Q2	0.12	62		
0102-311X	2002	20135		0.178	Q2	0.31	62		
0102-311X	2003	20135		0.173	Q2	0.29	62		
0102-311X	2004	20135		0.194	Q2	0.31	62		
0102-311X	2005	20135		0.224	Q2	0.33	62		
0102-311X	2006	20135		0.39	Q2	0.87	62		
0102-311X	2007	20135		0.495	Q1	0.88	62	0.502812468142803	0.33976833976834
0102-311X	2008	20135		0.576	Q1	0.95	62	0.728611609725599	0.5
0102-311X	2009	20135		0.687	Q1	0.92	62	0.961571147328728	0.986243386243386
0102-311X	2010	20135		0.771	Q1	1.19	62	1.18630849086261	1.15686274509804
0102-311X	2011	20135	1.31	0.989	Q1	1.18	62	1.24547916509492	1.33138173302108
0102-311X	2012	20135	1.25	0.841	Q1	1.11	62	1.20350715607879	1.26535947712418
0102-311X	2013	20135	1.06	0.67	Q1	1.12	62	0.877935933785804	1.12570621468927
0102-311X	2014	20135	1.22	0.75	Q1	1.41	62	1.25296210376707	1.45769764216366
0102-311X	2015	20135	1.07	0.583	Q2	1.16	62	1.04521527684188	1.27401129943503
0102-311X	2016	20135	1.05	0.761	Q1	1.12	62	0.952905244871381	1.1844262295082
1413-8123	2007	4700151729		0.151	Q2	0.14	34	0.145452434480648	0.0707070707070707
1413-8123	2008	4700151729		0.397	Q2	0.64	34	0.405525999352765	0.17175572519084
1413-8123	2009	4700151729		0.688	Q1	0.64	34	0.764861320526098	0.578494623655914
1413-8123	2010	4700151729		0.483	Q2	0.57	34	1.15996073980807	0.628352490421456
1413-8123	2011	4700151729	0.58	0.578	Q2	0.53	34	0.98008637534637	0.583673469387755
1413-8123	2012	4700151729	0.67	0.591	Q2	0.63	34	0.880720651082307	0.630177514792899
1413-8123	2013	4700151729	0.77	0.628	Q2	0.77	34	0.872397405703713	0.78069432684166
1413-8123	2014	4700151729	1.05	0.706	Q2	1.13	34	1.25240134956676	1.15681233933162
1413-8123	2015	4700151729	0.91	0.569	Q2	0.87	34	1.15255663592933	1.00478468899522
1413-8123	2016	4700151729	0.85	0.561	Q2	0.84	34	0.939857250512666	0.857933579335793
1809-6891	2013	21100212320	0.12	0.142	Q4	0.12	6	0.10054809005398	0.117647058823529
1809-6891	2014	21100212320	0.27	0.241	Q3	0.27	6	0.684761855511145	0.251851851851852
1809-6891	2015	21100212320	0.36	0.355	Q2	0.31	6	0.620136791611019	0.36
1809-6891	2016	21100212320	0.32	0.211	Q3	0.24	6	0.487370778665261	0.303030303030303
1980-5098	2008	5400152643		0.116	Q3	0.05	15	0.0122377622377622	0.0227272727272727
1980-5098	2009	5400152643		0.198	Q3	0.17	15	0.352409873011012	0.117021276595745
1980-5098	2010	5400152643		0.337	Q2	0.28	15	0.726096660627493	0.282608695652174
1980-5098	2011	5400152643	0.42	0.383	Q2	0.28	15	0.726435982373894	0.357142857142857
1980-5098	2012	5400152643	0.35	0.311	Q2	0.35	15	0.444996595280829	0.275675675675676
1980-5098	2013	5400152643	0.55	0.519	Q2	0.36	15	0.850716892571834	0.409090909090909
1980-5098	2014	5400152643	0.41	0.456	Q2	0.35	15	0.688504961324046	0.396153846153846
1980-5098	2015	5400152643	0.54	0.706	Q1	0.31	15	0.837066014138271	0.548387096774194
1980-5098	2016	5400152643	0.43	0.464	Q2	0.39	15	0.633093206804944	0.413333333333333
0103-8478	2007	4000151812		0.166	Q4	0.2	27	0.306302546679449	0.127329192546584
0103-8478	2008	4000151812		0.241	Q3	0.32	27	0.37929124701015	0.177952755905512
0103-8478	2009	4000151812		0.33	Q2	0.37	27	0.611262568057788	0.380073800738007
0103-8478	2010	4000151812		0.336	Q2	0.41	27	0.531464542479809	0.365131578947368
0103-8478	2011	4000151812	0.51	0.399	Q2	0.49	27	0.639019940713944	0.475057559478127
0103-8478	2012	4000151812	0.5	0.385	Q2	0.46	27	0.57915720940974	0.46218487394958
0103-8478	2013	4000151812	0.52	0.396	Q2	0.52	27	0.577776332754848	0.490891658676894
0103-8478	2014	4000151812	0.52	0.376	Q2	0.53	27	0.676098296347148	0.520812182741117
0103-8478	2015	4000151812	0.49	0.395	Q2	0.46	27	0.693680421542525	0.495540138751239
0103-8478	2016	4000151812	0.51	0.338	Q2	0.48	27	0.578441193206703	0.49705304518664
0100-1965	2007	5000154508		0.111	Q4	0.04	8	0	0
0100-1965	2008	5000154508		0.111	Q4	0.06	8	0.0233333333333333	0.02
0100-1965	2009	5000154508		0.162	Q3	0.02	8	0.498863636363636	0.0857142857142857
0100-1965	2010	5000154508		0.25	Q3	0.08	8	0.411747308647817	0.0886075949367089
0100-1965	2011	5000154508	0.1	0.222	Q3	0.15	8	0.52740325450322	0.1125
0100-1965	2012	5000154508	0.13	0.125	Q4	0.02	8	0.549986244625102	0.0957446808510638
0100-1965	2013	5000154508	0.04	0.122	Q4	0.04	8	0.338461538461538	0.0384615384615385
0100-1965	2014	5000154508	0.06	0.106	Q4	0	8	0.184290570764001	0.0246913580246914
0100-1965	2015	5000154508	0.08	0.116	Q4	0.03	8	0.485562310030395	0.0638297872340425
0100-1965	2016	5000154508	0	0.1	Q4	0	8	0	0
1413-7054	2008	19200157040		0.128	Q4	0.14	22	0.148015170393687	0.0384615384615385
1413-7054	2009	19200157040		0.352	Q2	0.53	22	0.360429821777735	0.163841807909605
1413-7054	2010	19200157040		0.484	Q2	0.59	22	0.871641239292882	0.511075949367089
1413-7054	2011	19200157040	0.66	0.675	Q1	0.54	22	0.807604725477441	0.597112860892388
1413-7054	2012	19200157040	0.61	0.569	Q1	0.59	22	0.653876727549152	0.511111111111111
1413-7054	2013	19200157040	0.88	0.645	Q1	0.96	22	0.981867835952455	0.84047619047619
1413-7054	2014	19200157040	1.42	0.949	Q1	0.78	22	1.74351387237385	1.38289962825279
1413-7054	2015	19200157040	0.9	0.45	Q2	0.89	22	0.960968552800574	0.902702702702703
1413-7054	2016	19200157040	0.87	0.387	Q2	0.76	22	0.915297049196429	0.855555555555556
1807-5932	1999	4000148010		0.104	Q3	0.05	43		
1807-5932	2000	4000148010		0.113	Q3	0.09	43		
1807-5932	2001	4000148010		0.133	Q2	0.28	43		
1807-5932	2002	4000148010		0.181	Q2	0.38	43		
1807-5932	2003	4000148010		0.132	Q2	0.33	43		
1807-5932	2004	4000148010		0.162	Q2	0.52	43		
1807-5932	2005	4000148010		0.148	Q2	0.39	43		
1807-5932	2006	4000148010		0.245	Q2	1.12	43		
1807-5932	2007	4000148010		0.335	Q2	1.39	43	0.469955277142518	0.642857142857143
1807-5932	2008	4000148010		0.384	Q2	1.29	43	0.603955387387551	0.771604938271605
1807-5932	2009	4000148010		0.635	Q1	1.86	43	0.919982379078385	1.6046511627907
1807-5932	2010	4000148010		0.311	Q2	1.79	43	0.84686319622915	1.34730538922156
1807-5932	2011	4000148010	1.85	0.676	Q1	2.56	43	0.98156729707951	1.89277389277389
1807-5932	2012	4000148010	1.68	0.319	Q2	2.04	43	0.801545560725743	1.54360465116279
1807-5932	2013	4000148010	1.56	0.483	Q2	1.82	43	0.876086952452768	1.51672862453532
1807-5932	2014	4000148010	1.41	0.55	Q2	1.55	43	0.865440493615671	1.50634371395617
1807-5932	2015	4000148010	1.41	0.552	Q2	1.59	43	0.752648135878981	1.45619335347432
1807-5932	2016	4000148010	1.54	0.586	Q2	1.29	43	0.817054479743996	1.5765595463138
2317-1782	2005	21100309828		0.101	Q4	0.06	15		
2317-1782	2006	21100309828		0.11	Q3	0.04	15	0	0
2317-1782	2007	21100309828		0.148	Q3	0.13	15	0	0
2317-1782	2008	21100309828		0.152	Q3	0.14	15	0.103317426181109	0.0909090909090909
2317-1782	2009	21100309828		0.248	Q2	0.47	15	0.489459919438171	0.297297297297297
2317-1782	2010	21100309828		0.252	Q2	0.54	15	0.668735661779225	0.608
2317-1782	2011	21100309828		0.217	Q2	0.34	15	0.26083783719884	0.28735632183908
2317-1782	2012	21100309828		0.271	Q2	0.42	15	0.440651864937866	0.432692307692308
2317-1782	2013	21100309828		0.216	Q3	0.31	15	0.311889502379298	0.369369369369369
2317-1782	2014	21100309828	0.12	0.212	Q3	0.32	15	0.2905111598861	0.358744394618834
2317-1782	2015	21100309828	0.24	0.243	Q3	0.33	15	0.353685309938383	0.361344537815126
2317-1782	2016	21100309828	0.5	0.285	Q2	0.43	15	0.504886670210257	0.53469387755102
1808-1851	2009	11500153302		0.11	Q4	0.08	6	0.0101889338731444	0.0153846153846154
1808-1851	2010	11500153302		0.122	Q4	0.11	6	0.0169614624505929	0.0151515151515152
1808-1851	2011	11500153302	0.12	0.153	Q3	0.1	6	0.152508394678705	0.116161616161616
1808-1851	2012	11500153302	0.11	0.128	Q4	0.08	6	0.114222723754558	0.11340206185567
1808-1851	2013	11500153302	0.12	0.136	Q4	0.1	6	0.164812762386537	0.123076923076923
1808-1851	2014	11500153302	0.09	0.141	Q4	0.05	6	0.112752698032474	0.0829015544041451
1808-1851	2015	11500153302	0.09	0.123	Q4	0.09	6	0.12735332930023	0.0969387755102041
1808-1851	2016	11500153302	0.12	0.129	Q4	0.1	6	0.125387848280297	0.117021276595745
1807-0302	2004	5000153703		0.101	Q4	0	16	0	0
1807-0302	2005	5000153703		0.136	Q4	0.23	16	0.22987151157564	0.125
1807-0302	2006	5000153703		0.142	Q4	0.23	16	0.428225348103462	0.2
1807-0302	2007	5000153703		0.186	Q4	0.12	16	0.28549767746346	0.17741935483871
1807-0302	2008	5000153703		0.36	Q3	0.39	16	0.864799791137565	0.426229508196721
1807-0302	2009	5000153703		0.359	Q3	0.43	16	0.702829738337457	0.541666666666667
1807-0302	2010	5000153703		0.391	Q3	0.4	16	0.589934792480938	0.625
1807-0302	2011	5000153703	0.59	0.352	Q3	0.59	16	0.587846241583221	0.517241379310345
1807-0302	2012	5000153703	0.63	0.578	Q2	0.48	16	0.664491255945915	0.6375
1807-0302	2013	5000153703	0.63	0.377	Q3	0.79	16	0.741506528606483	0.604395604395604
1807-0302	2014	5000153703	0.6	0.3	Q3	0.59	16	0.606486969900247	0.582677165354331
1807-0302	2015	5000153703	0.86	0.499	Q3	0.95	16	0.763687740323357	0.84
1807-0302	2016	5000153703	0.92	0.499	Q2	0.85	16	0.8134903856089	0.87719298245614
1984-7033	2007	4800156305		0.123	Q4	0.06	16	0	0
1984-7033	2008	4800156305		0.228	Q3	0.22	16	0.164387136828298	0.074468085106383
1984-7033	2009	4800156305		0.256	Q3	0.45	16	0.514491443168277	0.380597014925373
1984-7033	2010	4800156305		0.452	Q2	0.61	16	0.622989455425562	0.450704225352113
1984-7033	2011	4800156305	0.73	0.478	Q2	0.75	16	0.805674556080051	0.664335664335664
1984-7033	2012	4800156305	0.51	0.478	Q2	0.57	16	0.629197675810085	0.487654320987654
1984-7033	2013	4800156305	0.56	0.395	Q2	0.76	16	0.726076286810569	0.553956834532374
1984-7033	2014	4800156305	0.61	0.345	Q2	0.63	16	0.606460082763596	0.534883720930233
1984-7033	2015	4800156305	1.03	0.591	Q2	1.15	16	1.09445879611378	1.02678571428571
1984-7033	2016	4800156305	0.88	0.454	Q2	0.85	16	0.971561475726201	0.858267716535433
0102-4450	2007	5000157105		0.101	Q4	0.14	6	0.19689881705147	0.0454545454545455
0102-4450	2008	5000157105		0.105	Q3	0.03	6	0.040920716112532	0.0294117647058824
0102-4450	2009	5000157105		0.107	Q3	0	6	0.00555163214061519	0.0185185185185185
0102-4450	2010	5000157105		0.126	Q3	0.14	6	0.476912331649301	0.0862068965517241
0102-4450	2011	5000157105	0.05	0.103	Q4	0.05	6	0.191715442092154	0.0533333333333333
0102-4450	2012	5000157105	0.08	0.138	Q3	0.03	6	0.247395182128866	0.032258064516129
0102-4450	2013	5000157105	0.03	0.108	Q3	0.03	6	0	0
0102-4450	2014	5000157105	0.06	0.106	Q3	0.14	6	0.218219156540767	0.0615384615384615
0102-4450	2015	5000157105	0.07	0.143	Q2	0.07	6	0.464346137525138	0.0674157303370787
0102-4450	2016	5000157105	0.09	0.123	Q3	0.09	6	0.421124188311688	0.06
0011-5258	1999	25953		0.192	Q2	0.13	18	0.447067901234568	0.111111111111111
0011-5258	2000	25953		0.3	Q2	0.17	18	0.548317101918797	0.288135593220339
0011-5258	2001	25953		0.123	Q3	0	18	0.185294117647059	0.0294117647058824
0011-5258	2002	25953		0.254	Q2	0.21	18	0.468172268907563	0.205882352941176
0011-5258	2003	25953		0.338	Q2	0.28	18	0.553795721187026	0.246376811594203
0011-5258	2004	25953		0.501	Q1	0.3	18	0.336672648703927	0.132352941176471
0011-5258	2005	25953		0.167	Q3	0.1	18	0.520815198519724	0.169014084507042
0011-5258	2006	25953		0.106	Q4	0.06	18	0.274402895511469	0.0563380281690141
0011-5258	2007	25953		0.187	Q3	0.16	18	0.465277777777778	0.0833333333333333
0011-5258	2008	25953		0.293	Q2	0.23	18	0.123145485911443	0.0405405405405405
0011-5258	2009	25953		0.301	Q2	0.28	18	0.78626310440736	0.182926829268293
0011-5258	2010	25953		0.354	Q2	0.28	18	0.815500713588869	0.261904761904762
0011-5258	2011	25953	0.17	0.196	Q3	0.2	18	0.443062371284395	0.174418604651163
0011-5258	2012	25953	0.41	0.629	Q1	0.33	18	2.00205867635137	0.451219512195122
0011-5258	2013	25953	0.36	0.406	Q2	0.35	18	1.36826471661239	0.373493975903614
0011-5258	2014	25953	0.19	0.252	Q2	0.12	18	0.557814701638231	0.164705882352941
0011-5258	2015	25953	0.36	0.509	Q2	0.34	18	1.5844906942072	0.391304347826087
0011-5258	2016	25953	0.35	0.284	Q2	0.36	18	0.9068084195201	0.326315789473684
2176-9451	2009	21100197910		0.113	Q3	0.08	9	0	0
2176-9451	2010	21100197910		0.121	Q3	0.12	9	0.0143718394116982	0.0198675496688742
2176-9451	2011	21100197910	0.12	0.173	Q3	0.14	9	0.372843074668669	0.145748987854251
2176-9451	2012	21100197910	0.22	0.199	Q3	0.25	9	0.577962861619733	0.174603174603175
